title,artist,duration,album
Waalian,Harnoor,3:39,Waalian
Waalian X Vibes Lofi (Lofi),Vibe Music,,Chill Vibes
Waaliyan (female cover),Nainsy,,Waaliyan (female cover)
Waasta,Prabh Gill,,Waasta
"Waavo (From ""Lost;Found"")",Faheem Abdullah,,"Waavo (From ""Lost;Found"")"
Wafa Na Raas Aayee,Jubin Nautiyal,,Wafa Na Raas Aayee
WAFA NE BEWAFAI,Arijit Singh,,TERAA SURROOR
Wah Mosam Koena Jane,Nikhil-Vinay,,Yar Tera Super Desi
Waiting All Night (feat. Ella Eyre),Rudimental,,Home (Deluxe Edition)
Waiting For Love,Avicii,,Stories
WAJAH TUM HO,Armaan Malik,,HATE STORY 3
WAJAH TUM HO,Mithoon,,WAJAH TUM HO
Wake Me Up,aleemrk,,Wake Me Up
Wake Me Up,Avicii,,True (Bonus Edition)
Wake Up Sid!,SHANKAR-EHSAAN-LOY,,Wake Up Sid (Original Motion Picture Soundtrack)
WAKE UP!,MoonDeity,,WAKE UP!
Wakh Ho Jana,Gurnam Bhullar,,Main Viyah Nahi Karona Tere Naal (Original Motion Picture Soundtrack)
Wakhra Swag,Navv Inder,,Wakhra Swag
Walk Alone,Lowx,,Walk Alone
Walk Of Life (Remastered 1996),Dire Straits,,Brothers In Arms (Remastered 1996)
WALK PAST,"JANI, Jokhay, & JJ47",3:12,
Walking with You,Novelbright,3:44,Skywalk
Walo Ha,Faheem Abdullah,5:26,Lost;Found
wanasubiri 1.2 rmx (feat. susumila),watu wazim music,,wanasubiri 1.2 rmx
WANDERER,MVTRIIIX,,QUANTUM IMMORTALITY
Wandering Traveler,fripSide,,Wandering Traveler
Wanderlust,aloneintokyo,,Wanderlust
Wang Da Naap (feat. Sonam Bajwa),Ammy Virk,,Wang Da Naap
Wang'ni Nyaka Anyombi,Uncle Eddy,,Wang'ni Nyaka Anyombi
Wanna Feel,DJ IP,,Wanna Feel
Wanna Know,KR$NA,,FAR FROM OVER
Wano Theme (Drums of Liberation),Carameii,,Wano Theme (Drums of Liberation)
Want more,SP4CKS,,Want more
Waqt Ki Baatein,Dream Note,,Waqt Ki Baatein
War,ArrDee,,War
Warning,Masoom Sharma,,Warning
Warning,Addi Kalyan,,Warning
Warning Shots,Jasi,,Warning Shots
WASSUP MY G,Loka,3:14,WASSUP MY G
wasting your time,Dazegxd,,vKiSS
Wat U Want 2 (Slowed + Reverb),mikeeysmind,2:58,Wat U Want 2
"Watashi no Uso (From ""Your Lie in April"" - Piano Version)",Ru's Piano,,"Ru's Piano Anime Collection, Vol. 7"
"Watashi no Uso (From ""Your Lie in April"")",PianoDeuss,,"Watashi no Uso (From ""Your Lie in April"")"
Watch Me,Amano Ririsa (CV:Maeda Kaori),,Watch Me
Watch me!,YOASOBI,,Watch me!
Watch Out,Sidhu Moose Wala,,Watch Out
Watch This (ARIZONATEARS Pluggnb Remix) [Slowed Down Version],Lil Uzi Vert,,Watch This (ARIZONATEARS Pluggnb Remix) (Slowed Down Version)
Water,"DILJIT DOSANJH, MixSingh, & Raj Ranjodh",,Water
Wavy,Karan Aujla & Jay Trak,2:41,Wavy
Wavy,Karan Aujla,2:41,
Wavy,Twinbeatz,,Wavy
Wavy Baller,Kxran,,Wavy Baller
way 2 good (idc),Dazegxd,,way 2 good (idc)
Way down We Go,KALEO,,A/B
Way to Love,TRUE,,Way to Love
WE - Jind Universe | Official Music Video,Jind Universe,2:42,
we are the people tekkno,TEKKNO,,we are the people tekkno
We Can't Stop,Miley Cyrus,,Bangerz (Deluxe Version)
We Don't Play,Sultaan,,Notorious
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,,Nine Track Mind
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,3:51,
We Don't Talk Anymore [Mr. Collipark Remix] (feat. Selena Gomez),Charlie Puth,,We Don't Talk Anymore (Mr. Collipark Remix)
we fell in love in october,girl in red,,we fell in love in october / forget her
We Found Love,Rihanna,,Talk That Talk
We Rollin,Shubh,,We Rollin
Wealth,Cheema Y,,Dripster
Welcome To Brixton,SR,3:00,Welcome To Brixton
Welcome To The Jungle,Guns N' Roses,,Appetite For Destruction
WESTSIDE,keshi,,GABRIEL
What About Us,P!NK,,Beautiful Trauma
What Call This Day ? (feat. Ninzin),MIMI,,What Call This Day ?
What Do You Mean?,Justin Bieber,,Purpose
WHAT I BEEN ON!,CAIRO!,,WHAT I BEEN ON!
What Is Love,"LexMorris, Michelle Ray, & Deep Mage",,What Is Love
What Is Love (feat. CAMI),Max Oazo,,What Is Love
What It Sounds Like,KPop Demon Hunters Cast,,What It Sounds Like (from the Netflix film KPop Demon Hunters)
What It Sounds Like (Acapella),HUNTR/X,,KPop Demon Hunters (Soundtrack from the Netflix Film / Deluxe Version)
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")"
WHAT U CALL THAT,Chase Atlantic,,DON'T TRY THIS
What We Do,Jxggi,,Breaking Boundaries
What's Up,KR$NA,,For The Day One$
What...?,Karan Aujla,,Making Memories
What’s Crackin (feat. Takeoff),Pop Smoke,,Faith
What…? (Unplugged),Karan Aujla,,Making Memories (Unplugged)
When I Dream Of You,Reed Wonder,,When I Dream Of You
When I Dream Of You (Slowed),Reed Wonder,,When I Dream Of You
When Love Takes Over (feat. Kelly Rowland),David Guetta,,One More Love
When Was The Last Time,Zack Knight & Sha Sha Jones,,I Am Zack Knight
When We Were Young (The Logical Song),David Guetta,,When We Were Young (The Logical Song)
Whenever,Amrit Maan,,Whenever
Where Them Girls At (feat. Flo Rida & Nicki Minaj),David Guetta,,Nothing but the Beat Ultimate
White Brown Black,Avvy Sra,,White Brown Black
white forces (IS3 edition),fripSide,,infinite synthesis 3
WHITE NIGHT,Jake Miller,,WHITE NIGHT (Honkai: Star Rail Penacony Theme Song)
White Noise 3 Hour Long,White Noise Masters,,White Noise 3 Hour Long
Who Did You Touch?,Montell Fish,,Who Did You Touch?
Who Made Who,AC/DC,,Who Made Who
Who They?,Karan Aujla,,Four Me
Who Woulda Thought (feat. Lola Young),ArrDee,,Pier Pressure
Why Arjan,Arjan Dhillon,,Awara
Why Do I?,Unknown Brain,,Top 50 NCS
Why Me?,Jxggi,,4 Real
Why Stop Now,Chase Atlantic,,Part Two
WHY?,Armaan Gill,,WHY?
Wiecznie,Sentino,,Zabójstwo Liryczne
Wigar Gayee Ae Thhore Dinan Toon,Nusrat Fateh Ali Khan,,"Dhol Mahia (Geet & Ghazal), Vol. 24"
Wild Ones,Southstar,,Wild Ones
Wild Ones (feat. Sia),Flo Rida,,Wild Ones
WILDFLOWER,Billie Eilish,,HIT ME HARD AND SOFT
Will You Remember Me When I'm Gone?,DJ HEARTSTRING,,4 The People
wings tekkno,TEKKNO,,wings tekkno
Winning Speech,Karan Aujla,3:48,Winning Speech
Winning the Soul (PandaBoY Remix),"Special Week (CV: Azumi Waki), Tokai Teio (CV: Machico), Narita Brian (CV: Rika Kinugawa), Symboli Rudolf (CV: Azusa Tadokoro), Seiun Sky (CV: Akari Kito), Agnes Tachyon (CV: Sumire Uesaka), Matikanefukukitaru (CV: Hiyori Nitta), and Mr. C.B. (CV: Yurina Amami)",,"""Umamusume Pretty Derby"" WINNING LIVE Remix ALBUM ""Paka Age Mix"" Vol.1"
Winter Days,Filmy,,Winter Days
Wish for you,Ami Maeshima,,Wish for you
Wish You Were Here,Bir,,Wish You Were Here
Wishes X Samjho Na,Talwiinder,,Wishes X Samjho Na
Wishing,前島麻由,,TVアニメ「Re:ゼロから始める異世界生活」Remakeアルバム
Wishlist (feat. Kaprila),Dino James,,Wishlist
WIT THE SHITS,Ryan Basdao,,WIT THE SHITS
With A Smile,Maiah Manser,,With A Smile
With A Smile (Maiah's Cinematic Mix),Maiah Manser,,With A Smile (Maiah's Cinematic Mix)
With You,AP Dhillon,,With You
With You,Dean Lewis,,The Epilogue (Deluxe)
Without Me,AP Dhillon,,Without Me
Without Me,Halsey,,Manic
Without You,Byg Smyle,,Without You
Without You,MitroWave,,Without You
Without You,Avicii,3:02,AVĪCI (01)
Without You (feat. Usher),David Guetta,,Nothing but the Beat Ultimate
Without You (Otto Knows Remix) (feat. Sandro Cavazza),Avicii,,Without You (Remixes)
Without You (Rob Adans Remix) (feat. Sandro Cavazza),Avicii,,Without You (Remixes)
Wo Bhi Apne Na Hue,ITZ DIXIT,,Wo Bhi Apne Na Hue
Wo Noor,AP Dhillon,3:19,Two Hearts Never Break The Same
Woah Woah,Bzn the Kidd,,The Throwaways
WOH,IKKA,,WOH
Woh,Khatth,3:52,
Woh,Khatth,,Woh
Woh Banda Nai,"Talhah Yunus, Talha Anjum, & Young Stunners",4:18,Woh Banda Nai
"Woh Ho Tum (From ""Biryani"")",Waqar Ali,,"Woh Ho Tum (From ""Biryani"")"
Woh Ladki Bahut Yaad Aati,Kumar Sanu,,Qayamat (Original Motion Picture Soundtrack)
"Woh Lamhe Woh Baatein (From ""Zeher"")",Atif Aslam,5:21,Zeher (Original Motion Picture Soundtrack)
Woh Mulaqat,Madhur Sharma,,Woh Mulaqat
Woh Raat,Raftaar,,Woh Raat
Woh tum ho,Twin Strings,,Woh tum ho
Wohi Khuda Hai,Atif Aslam,,Coke Studio Season 12
Wolves (feat. NAV),Pop Smoke,,Meet The Woo 2 (Deluxe)
won't tell nobody,Dazegxd,,won't tell nobody
Wonder NeverLand,にじさんじ,,PALETTE 001 - Wonder NeverLand
Wonderful Life (BATEZ Extended Remix) (feat. Pearl Andersson),Stefan Gruenwald,,Wonderful Life (BATEZ Remix)
Wonderland,Axel Johansson,,Wonderland
Woofer,Dr. Zeus & Zora,,Woofer
Woops (Dimitri Vegas & Junkie Kid Remix),Bountyhunter,,Woops (Dimitri Vegas & Junkie Kid Remix)
Words,Aimer,,Midnight Sun
"World, Hold On (Children of the Sky)",Heaven is Shining,,Love Generation
Worth,Himmat Sandhu,,Under Dawg
Wrecking Ball,Miley Cyrus,,Bangerz (Deluxe Version)
Wrinkle,Yaad,,Wrinkle
WRONG,Chris Grey,,FUNHOUSE / WRONG
Wushang (feat. Dank Rishu),arpit bala,3:15,
WYTB,Karan Aujla,,WYTB
Wzr Tank,Wazir Patar,,WZR TANK
X-TALI (SLOWED),"MXCCREE, DJ GL3CHEKY, & MC PR",,X-TALI (SLOWED)
X-TALI (SUPER SLOWED),MXCCREE,,X-TALI (SUPER SLOWED)
Xff Drevm (Slowed),Serhat Pars,,Xff Drevm (Slowed)
XO EViL LiF3 (.DEMON.),stevie vicious,,XO EViL LiF3 (.DEMON.)
XO Tour Llif3,Lil Uzi Vert,,Luv Is Rage 2
XOXO,TRiNITY,,Δ(DELTA)
Y (Please Tell Me Why),freestyle,,Freestyle 3
"Ya Ali (From ""Gangster"")",Pritam,,Gangster (Original Motion Picture Soundtrack)
Yaad,Talwiinder,,You Haven't Heard This?
YAAD,HC CHANDRAAA,,YAAD
Yaad,"Taimour Baig, Rajneesh Rana, Rohith Pai Kasturi, Devoniàn, and Drub",,Yaad
Yaad,Jassa Dhillon,,Yaad
Yaad (feat. Jonita Gandhi),Karan Aujla,,Street Dreams
YAAD HAI NA,Arijit Singh,,RAAZ REBOOT
Yaad Mein,Jokhay,3:42,
Yaadein,Hasan Raheem,,1 2 3 4 5
Yaar,The PropheC,,The Remedy
Yaar Beli,Guri,3:32,Yaar Beli
Yaar Beli Competitio,Lalveer Diwakar,,Ya To Barbaad Kard
Yaar beli Rap,MA Rapstar,,Yaar beli Rap
Yaar Hasda,Guri,,Yaar Hasda
YAAR MATLABI,"KARAN BENIPAL, B PRAAK, & RAJIV KUMAR A.K.A. JAANI",,YAAR MATLABI
Yaar Purane,Sumit Goswami,,Yaar Purane
Yaar Yaaro,Vishal Mishra,,Animal - Tamil
Yaarana,Nazz,,Yaarana
Yaari,Masoom Sharma,,Yaari
yaari (feat. SULTAAN),Mr. Dhatt,,yaari
Yaari Chandigarh Waliye,Ranjit Bawa,,Mitti Da Bawa
Yaariyaan (Male),Pritam,,Cocktail (Original Motion Picture Soundtrack)
Yaarr Ni Milyaa,Harrdy Sandhu,,Yaarr Ni Milyaa
YAD,Vanna Rainelle,,YAD (Remixes)
YAD,Vanna Rainelle,3:01,
YAD (Slowed Down),Vanna Rainelle,,YAD (Remixes)
Yad (Slowed),fatit,,Yad
YAD (Sped Up),Vanna Rainelle,,YAD (Remixes)
YADON SE,KALAM INK,,YADON SE
Yahi Hota Pyaar,Himesh Reshammiya,,Namastey London (Original Motion Picture Soundtrack)
Yanko X Fumez The Engineer - Plugged In,Fumez The Engineer,,Yanko X Fumez The Engineer - Plugged In
Yarakibirinduye (feat. Eric),Emmy Official,,Impamo
Yarr Tera Sire Da Shikari Alde | Slowed+Reverb | Slim Swagga ft. Mistake G | Latest Punjabi Song,Lo-fi Touch,3:57,
Yasashisa no Riyu,ChouCho,,Yasashisa no Riyu
Ye Dil,Tanveer Evan,,Ye Dil
Ye Jo Halka Halka Sooror,Nusrat Fateh Ali Khan,7:19,Mehfil by Nusrat Fateh Ali Khan Vol.2
Ye Kaisa Ishq,Rochak Kohli,,Dhadak 2 (Original Motion Picture Soundtrack)
Ye Waadiyan,Navjot Ahuja,,Ye Waadiyan
Years (Radio Edit) (feat. Matthew Koma),Alesso,,Years
YEDA YUNG,YUNG DSA,,YEDA YUNG
"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")",G. V. Prakash Kumar,,"Yedi (From ""Nilavuku En Mel Ennadi Kobam"")"
Yeh Aaina,Shreya Ghoshal,,Kabir Singh
Yeh Dil Aashiqana,Kumar Sanu,,Yeh Dil Aashiqana (Original Motion Picture Soundtrack)
Yeh Dooriyan,Pritam,,Love Aaj Kal (Original Motion Picture Soundtrack)
Yeh Fitoor Mera,Arijit Singh,,Fitoor (Original Motion Picture Soundtrack)
Yeh Haseen Vadiyan (Rewind Version) (feat. Sowmya Krishnamachari),Abhay Jodhpurkar,2:54,Yeh Haseen Vadiyan (Rewind Version)
Yeh Haseen Vadiyan Yeh Khula Aasman,A.R. Rahman,,Roja (Original Motion Picture Soundtrack)
Yeh Jo Halka Halka,Nusrat Fateh Ali Khan,,"Supreme Collection, Vol.12 (Ustad Nusrat Fateh Ali Khan)"
Yeh Jo Halka Halka Saroor Hai (Guitar Version),Nusrat Fateh Ali Khan,,Yeh Jo Halka Halka Saroor Hai (Guitar Version)
Yeh Jo Halka Halka Suroor Hai (Lofi Mix),Nusrat Fateh Ali Khan,,Yeh Jo Halka Halka Suroor Hai (Lofi Mix)
Yeh Kaisi Jagah,Jeet Gannguli,,Hamari Adhuri Kahani (Original Motion Picture Soundtrack)
Yeh Kasoor,Sonu Kakkar,,Jism 2
Yeh Na Thee Humari Qismat,Ali Raza,,Yeh Tera Bayan Ghalib
Yeh Raat Bheegi Bheegi,"Lata Mangeshkar, Manna Dey, Sanam, Aishwarya Majmudar",,Bartender Mix
Yeh Raaten Yeh Mausam,"Kishore Kumar, Asha Bhosle, Sanam, Simran Shgal",,Rewind With Sanam
Yeh Raaten Yeh Mausam,"Kishore Kumar, Lata Mangeshkar, Papon, Shreya Ghoshal",,Saga Of Emotions Nutan
Yeh Shaam,Keshav Tyohar,,Yeh Shaam
Yeh Tune Kya Kiya,Sick X Vibe,,Yeh Tune Kya Kiya
Yeh Zameen Ga Rahi Hai (The Unwind Mix),Prajakta Shukre,,Bollywood Unwind 3
Yeh Zindagi Hai,King,,Shayad Koi Na Sune
Yellow,Coldplay,,Parachutes
Yen Valigal,Gunaji,,Yen Valigal
Yes,D Soldierz,,Yes
Yes No,Gulab Sidhu,,Yes No
Yes To Heaven (Techno),Way 2 Hard,,Yes To Heaven (Techno)
Yes! 晴れ予報 - yeshareyohou,Mai Ozeki,,namidanotomorrowyeshareyohouspecialedition
yet.,SennaRin,,S9aiR (Complete Edition)
Yetal Yetal,Abdu Kiar,,Merkato Sefere
Yezdi,Nanku,2:26,Yezdi
Yo Tengo El Toque,El Candela,,Yo Tengo El Toque
YOKU,Eve,,Kaizin
You,Asal,3:59,You
You,Asal,,You
You,Karan Aujla,,Making Memories
YOU,Chase Atlantic,3:29,
YOU,Chase Atlantic,,LOST IN HEAVEN
YOU,日曜日のメゾンデ,,YOU
You,Ten Sharp,,You
You,Intense,,Intense
You & I,Diego Gonzalez,,You & I
You & I,One Direction,,Midnight Memories (Deluxe)
You & Me (Flume Remix) (feat. Eliza Doolittle),Disclosure,,Settle (Special Edition)
You and Me,Shubh,2:52,Leo
YOU AND ME (TECHNO),TECHNO N TEQUILLA,,YOU AND ME (TECHNO)
you broke me first,Tate McRae,,TOO YOUNG TO BE SAD
you feel me? ft. Abdullah Maharvi Prod. @RITHMETIC,Jokhay,3:18,
You Got It,Roy Orbison,,The Soul of Rock And Roll
You Say Run,Yuki Hayashi,,TVアニメ「僕のヒーローアカデミア」サウンドトラックセレクション 2016~2018
YOU TOO.,Chase Atlantic,,DON'T TRY THIS
You're already dead,MY FIRST STORY,,You're already dead
You're Notes,Yono,,You're Notes
You're U Tho,Karan Aujla,,P-POP CULTURE
Young Black & Rich (Instrumental),Melly Mike,,Young Black & Rich (Instrumental)
Young Black & Rich (Rock Remix),Melly Mike,,Young Black & Rich (Rock Remix)
Young Black & Rich (Slowed),Melly Mike,3:12,Selfish Nightmares (slowed)
Young Black & Rich (Sped Up),Melly Mike,,Young Black & Rich (Sped Up)
Young Black & Rich (Ultra Slowed),Melly Mike,,Young Black & Rich (Ultra Slowed)
Young Dumb & Broke,Khalid,,American Teen
Young G.O.A.T,Cheema Y,,Young G.O.A.T
Young Girl A,Carameii & qianson,,Young Girl A
Younger (Kygo Remix),Seinabo Sey,,Pretend
Youngest In Charge,Sidhu Moose Wala,,Youngest In Charge
Your Eyes,Talwiinder,,Your Eyes
Your Idol,Saja Boys,,Your Idol (from the Netflix film KPop Demon Hunters)
Your Smile,Zehr Vibe,,Your Smile
Youthful Beautiful,Maaya Uchida,,Hikari
"Yoweri (feat. Edgar, Oscar & Daphine)",UNMF Producers Songwriters Associations,,The Yoweri Album
Yoyoyo,Pegassi,,Yoyoyo
Yun Hi,Mohit Chauhan,,Tanu Weds Manu
Yun Hi Kahin,The Yellow Diary,,Yun Hi Kahin
Zaalim,Badshah,,Zaalim
Zaalima,Arijit Singh,,Raees
Zaalima,Arijit Singh,,Popular Songs
Zaalima,Arijit Singh,,Love Hits
Zabiorę Cię Tam,Fukaj,,Zabiorę Cię Tam
Zahir,arooh,,Zahir
Zamaana Lage,Arijit Singh,,Metro ... In Dino (Side A)
Zamaana Lage - Mood Shift,Papon,,Metro ... In Dino (Side B)
Zamaane,Kanwar Grewal,,Zamaane
Zamana,HUSTINDER,,Three Plays
Zankyou Sanka (Demon Slayer: Kimetsu no Yaiba Season 2),ShiroNeko,,Zankyou Sanka (Demon Slayer: Kimetsu no Yaiba Season 2)
Zara Sa,Pritam,,Jannat (Original Motion Picture Soundtrack)
Zara Sa (Power Ballad),Pritam,,Jannat (Original Motion Picture Soundtrack)
Zara Zara,Bombay Jayashri,,Kaho Naa Pyar Hai - Vol 2
Zara Zara,Omkar Singh,,Zara Zara
Zaroor,Aparshakti Khurana,,Zaroor
Zaroorat,Mustafa Zahid,,Ek Villain
Zaroorat Se Zyada,Amaal Mallik,,Non Stop Arijit Singh Hits
Zaroori Nai,Afsana Khan,,Lekh (Original Motion Picture Soundtrack)
Zarurat,Jokhay,,Zarurat
Zavolaj mi!,Elán,,Zavolaj mi!
Zehar,Talhah Yunus,5:06,Zehar
Zehen,Mitraz,,Zehen
Zehnaseeb,Vishal-Shekhar,,Hasee Toh Phasee (Original Motion Picture Soundtrack)
"Zen Meditation Music, Nature Sounds, Relaxing Music, Calming Music, Healing Music",Nature Sounds,,"Zen Meditation Music, Nature Sounds, Relaxing Music, Calming Music, Healing Music"
Zenzenzense - movie ver.,RADWIMPS,,Your Name.
Zero Eclipse,澤野弘之 & Laco,,TVアニメ「進撃の巨人」Season 3 オリジナルサウンドトラック
ZID,Sukriti Kakar,,ZID
Zihaal e Miskin,Javed - Mohsin,,Zihaal e Miskin
Zikar Jab Chir Gaya Unki Angraai Ka,Attaullah Khan Esakhelvi,,"Tumko Shohrat Ho Mubarik, Vol. 38"
"Zikr (From ""Amavas"")",Armaan Malik,,"Zikr (From ""Amavas"")"
Zikr Tera (feat. Karan Sharma),Kavyakriti,,Zikr Tera
Zindabaad Yaarian,Ammy Virk,,Zindabaad Yaarian
Zindagi,Prateek Meghwal,,Zindagi
Zindagi Bata De,Tony Kakkar,,Zindagi Bata De
Zindagi ch auna,The Landers,,Zindagi ch auna
"Zindagi Di Paudi (From ""Blessed"")",FEAT. MILLIND GABA,,"Zindagi Di Paudi (From ""Blessed"")"
ZINDAGI DO PAL KI,"K.K., RAJESH ROSHAN, & NASIR FARAAZ",,KITES
Zindagi Ke Safar Mein - Unplugged,Aayush Jain,,Zindagi Ke Safar Mein - Unplugged
Zindagi Ke Sheher Me,Roop Kumar Rathod,,Kalmaa
Zindagi Se,Shafaqat Ali,,Raaz 3
Zindagi Tere Naal,Khan Saab,,Zindagi Tere Naal
Zindagi Tere Naam,Vishal Mishra,,Yodha
Zindagike Safar Mein,Amruta,,Zindagike Safar Mein
Zmizely pryč,Michajlov,,FTS
Zoetrope,yanaginagi,,エウアル
Zombie (feat. Ane Flem),Albert Vishi,,Zombie
Zoned Out,Balbir,,Zoned Out
"Zoo (From ""Zootopia 2"")",Disney,,"Zoo (From ""Zootopia 2"")"
"Zorawar Jatt (From ""Sikander 2"")",Himmat Sandhu,,"Zorawar Jatt (From ""Sikander 2"")"
ZOU BISOU,Theodora,,MEGA BBL
Zubaida,Nanku,,Naharpur Prints
Zuban Pe Zikra Tera,manojj negi,,Zuban Pe Zikra Tera
Zulf,Nirvair Pannu,,CLICK
Zulfa,Bir,,Members Only
Zulfa (feat. Dr. Zeus),Jaz Dhami,,Zulfa
Zulfaan,SARRB,,Zulfaan
Zulfaan,Nirvair Pannu,,ESNTLS 11
Zulfaan,SARRB,3:10,Zulfaan
Zulfaan,Im Surya,,Akhiyaan
Zulfaan (Lofi),SARRB,,Zulfaan (Lofi)
Zulfaan (Lofi),SARRB,,Zulfaan (Lofi)
Zwo's Prayer for the nation,ZWOTHE KEYS,,Sunday Service(Healing Souls) P1
Çile Misin Dert Mi Gam Mı Keder Mi,Psychedelic Rock Cover,,Çile Misin Dert Mi Gam Mı Keder Mi
Šalalaj,Kali,,Živijó
ΔV - Delta V,*Luna feat. Nenne,,Delta V
Базовый минимум,Sabi,,Базовый минимум
Всички Грехове,Камелия & Мартин Светломиров,,Всички Грехове
Где же ты была,Елена Карпук,,Листопад
Гордая Чечня,Аделия Загребина,,Гордая Чечня
Единственная Моя,UNHRD,,Тоска
Жиганская (Deep House),Ankit Suri,,Жиганская (Deep House)
Жить красиво,MONOVIKA,,Жить красиво
Матушка,Татьяна Куртукова,,Матушка
Мерза безам,Альбина Ягулбаева,,Мерза безам
Мой мармеладный (Я не права),Катя Лель,,Джага-джага
На мурмулях,Это Радио,,На мурмулях
Не видно,a8p4s,,Не видно
Небо на земле,ДДТ,,Мир номер ноль
Силуэт,Ваня Дмитриенко,,Силуэт (из к/ф «Алиса в Стране Чудес»)
Сълзи по земята,Sinan,,Сълзи по земята
Там,Miro,,Там
Ты и я (Remake),Xchoo,,Ты и я
Ты и я (Remix TikTok Slowed Up),Xchoo,,Ты и я
Ты и я (Remix TikTok Speed Up),Xchoo,,Ты и я
Ты и я (Remix TikTok),Xchoo,,Ты и я
Ты и я (Slowed+Reverb),Xchoo,,Ты и я
Увези меня,Polovinka,,Увези меня
Українська музика 2025: найгарячіші хіти • Українські пісні,GoldenWaveUA,,Українська музика 2025: найгарячіші хіти • Українські пісні
Чегери,SHAMO,,Чегери
Құмар,Hulan-Aru,,Құмар
מחרוזת חינה לערוסה,משה ברששת,,מחרוזת חינה לערוסה
מחרוזת צלצולי פעמונים,"היוצרים, יואב יצחק - Hayotsrim, & Yoav Itzhak",,מחרוזת צלצולי פעמונים
מרוקו,Gal Adam,,מרוקו
משפחה וכבוד,Omer Adam,,חלק מהנצח
दिल की रानी (feat. Singer Jyoti Sirra),Singer Jyoti Sirra,,दिल की रानी
नalla Freestyle,Seedhe Maut,,नalla Freestyle
√64 - root64,HACHI,,for ASTRA.
∞,Oguri Cap(CV.Takayanagi Tomoyo),,Umamusume Cinderella Gray ED
「僕は...」 (Instrumental) - I am... (Instrumental),Atarayo,,I am...
「僕は...」 - I am...,Atarayo,4:00,I am...
「僕は...」 - I am...,Atarayo,,asatsuyuwakomorebinitokete
「僕は...」(Piano ver.) - I am...(Piano version),Atarayo,,asatsuyuwakomorebinitokete
"「私の最後の日」 - ""My last day""",YOURNESS,,6 case
あいくらふと - Ai-craft,Kiminone,,Ai-craft
あいことば - Aikotoba,AliA,,Aikotoba
あいたい - Aitai,RADWIMPS,,2+0+2+1+3+1+1= 10 years 10 songs
あした天気になあれ - Ashita tenki ni nare,AliA,,Ashita tenki ni nare
あずいろ BESTIE DAYS - AZUIRO BESTIE DAYS,AZKi,,AZUIRO BESTIE DAYS
あたしが隣にいるうちに,Chiai Fujikawa,,Laika (Special Edition)
あなたがいることで (Self-cover version) - Anatagairukotode (self cover version),Uru,,Break / Furiko
あなたが知らない貴方のうた - The Song About You That You Don't Know,Yuika,,The Song About You That You Don't Know
あなたに出会わなければ～夏雪冬花～ - Anatani Deawanakereba Kasetsutouka,Aimer,,Sleepless Nights
あのバンド - That band,kessoku band,,Kessoku Band
あのバンド -恒星- Live ver. - That band -Fixed Star- Concert version,kessoku band,,Kessoku Band Concert-Fixed Star- at Zepp Haneda(TOKYO)
"あの世行きのバスに乗ってさらば。 - I'm getting on the bus to the other world, see ya!",TUYU,,It's Raining After All
あの夏が飽和する。 (カンザキイオリ Ver.) - That Summer Saturates (Iori Kanzaki Ver.),Iori Kanzaki,,That Summer Saturates
あの夏のいつかは(2023 Ver.) - Someday in that Summer(2023 Ver.),*Luna feat. Nenne,,Someday in that Summer(2023 Ver.)
あの夢をなぞって,YOASOBI,,THE BOOK
あの夢をなぞって,YOASOBI,,あの夢をなぞって
あの夢をなぞって (Ballade Ver.),YOASOBI,,あの夢をなぞって (Ballade Ver.)
あの日のことば - Anohino Kotoba,Nao Toyama,,Welcome to MY WONDERLAND
あやふや - Ambiguous,Rokudenashi,3:41,Ambiguous
あれが恋だったのかな - Shape of Love (feat. nishina),whaledontsleep,,Shape of Love
いけないボーダーライン - Ikenai Borderline,Walkure,,Ichido dakeno Koi nara / Lun ga Pikatto Hikattara
いのち(2024 ver.) - Inochi(2024 ver.),AZKi,,Inochi(2024 ver.)
うぉ - Wo,Yuuri,,Ni
うっせぇわ - Usseewa,Ado,,Kyougen
ええじゃないか - Ejanaika,Hiodoshi Ao,,Ejanaika
おかえり (Home and Dry ver.) - Okaeri (Home and Dry ver.),Tani Yuuki,,Okaeri
おかえり - Okaeri,Tani Yuuki,,Memories
おにごっこ - Tag,Yuuri,,Ni
おぼえたて - The Heart You Gave Me,hockrockb,,Pencil Rocket
おんなじキモチ。 - Onnaji Kimochi.,Kiyono Yasuno,,"TV Animation ""Restaurant to Another World 2"" Opening Theme Song ""Onnaji Kimochi."""
お勉強しといてよ,ZUTOMAYO,,Hogarakana Hifutote Fufuku
かくれんぼ - hide-and-seek,AliA,4:58,AliVe
かくれんぼ - kakurennbo,Bray me,,onestage+
かごめかごめ - Kagome Kagome,Masayoshi Oishi,,Kagome Kagome
がおってこ！ - Gaotteko!,Shishiro Botan,,Gaotteko!
がんばれ！蜘蛛子さんのテーマ,「私」（CV：悠木碧）,,TVアニメ「蜘蛛ですが、なにか？」EDテーマシングル
